Market,Sentiment,Concept,Verbatim
UK,Range,Mission Possible Concept Range Likes And Dislikes,Sounds great to have it out there as a option
UK,Range,Mission Possible Concept Range Likes And Dislikes,very good range that caters to relatable issues for women
UK,Range,Mission Possible Concept Range Likes And Dislikes,I think it's an amazing concept and I myself can't wait to be able to try the products
UK,Range,Mission Possible Concept Range Likes And Dislikes,I think the mission possible range is a unique range that has effective methods to cure skin problems.
UK,Range,Mission Possible Concept Range Likes And Dislikes,Looks great if it lives up to expectations and works
UK,Range,Mission Possible Concept Range Likes And Dislikes,"New and quite exciting but they seem a bit much and gimmicky, once novelty has worn off people won’t buy it. Not sure it’s something most people would use or need"
UK,Range,Mission Possible Concept Range Likes And Dislikes,Interesting. I would like to know more
UK,Range,Mission Possible Concept Range Likes And Dislikes,I think it is great
UK,Range,Mission Possible Concept Range Likes And Dislikes,Looks a good brand and exciting
UK,Range,Mission Possible Concept Range Likes And Dislikes,Im exciting and these priducts are benefical to me
UK,Range,Mission Possible Concept Range Likes And Dislikes,Interesting and effective
UK,Range,Mission Possible Concept Range Likes And Dislikes,I am really excited about this new range and I am tempted to try
UK,Range,Mission Possible Concept Range Likes And Dislikes,It’s good they are branching out into other areas. I would absolutely try this range based on using soap and glory in the past
UK,Range,Mission Possible Concept Range Likes And Dislikes,"I love this range, is almost tailored to my specific needs and I would definitely buy it"
UK,Range,Mission Possible Concept Range Likes And Dislikes,Very thoughtful
UK,Range,Mission Possible Concept Range Likes And Dislikes,"Sounds so inventive,maybe what okder skin needs"
UK,Range,Mission Possible Concept Range Likes And Dislikes,New technology to help restore your body
UK,Range,Mission Possible Concept Range Likes And Dislikes,It's perfect and relevant to me
UK,Range,Mission Possible Concept Range Likes And Dislikes,Pretty impressive
UK,Range,Mission Possible Concept Range Likes And Dislikes,It would definitely be considered by a lot of women but it would be good if samples could be offered too
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,its got somethinmg for everyones needs
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,"It is new, sustainable and great for fast pace city life women."
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Very good
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It seems to help to restore body and energize
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Fabulous
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Wonderful brand
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,I think the wake-up glorious range looks promising has alot of benificial factors and i cant wait to try them out to give a fell review
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It sounds pretty good but nothing too exciting or new.
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,"the range overall is quite interesting, I would definitely try the brand, but the price is too much to repeat the buy the second time. please include a body mist as well to the range."
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Very good idea to help people to start their day feeling refreshed and also can use to freshen up after long day
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Looks promising range. Brilliant name choices. Can't wait to try these on
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It's good
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Love it!!
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Very very good as im always very tiered but this products very good
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,I think they are a great idea to help individuals who are over worked and struggle to cope after a hectic day. It seems as though the products will help build you up.
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,"It's new an interesting, I would try these especially the magni serum"
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,it's different
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Great sounding products just over priced.
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Good idea and unique
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Its a new nice addition to their range.
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Great idea will be very popular
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Relaxing
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It's very good
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,I have no idea.
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Very positive and love to use it
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,I like
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,I would love to try them; I feel like they’re a good choice of products that fit perfectly with ‘me time’ and would make you feel glorious after using them!!!
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Varied selection of new products. Great for pampering. Seem well thought out
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Premium and trusted
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,cool
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Sounds nice
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Meets the needs of any women who like to look after their body.
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Exciting
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Neutral
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Waking up senses
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It is very appealing to me because it gives me ideas or ways what i will do and use in my me time
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Glory
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Different but expensive
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Great ideas. New to the market. All quite original and luxurious
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It is a great brand
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,10
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It's very important and quality
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,It's great brand
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,"Sounds ok, but i would like to try it out"
UK,Range,Wake Up Glorious Concept Range Likes And Dislikes,Love it
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,It’s basic
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,The cherry in the scent
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,I don’t really care for the jelly concept.
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,It all looks good. So nothing
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,I dislike that the product does not have sunscreen
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,"Once again, another scented product that I cannot use. Please make unscented, fragrance free versions"
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,glitter
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Feels a little juvenile/ not sure the ingredients would be safe on sensitive skin
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Is the pouch easily re-sealed?
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,It's very interesting
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,na
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,No comment .
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Pricey
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,I don’t really like the name of it
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Nothing
US,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Had to get rid of a
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,I feel like the price is too high and not enough packages. What will happen is the person just won’t buy the product if there is to little in the box
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Basic
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,It's not very sustainable
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,That it is glittery
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,I'm not sharing. And the scent.
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,I dislike the picture they used of the packaging. They should have used a picture of the washcloth
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,I cannot use scented products so I cant use this unless there is a completely unscented fragrance free version
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,way to expensive
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,The package should have a label
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,It's very good
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,doesnt say how it will keep you fresh. If its not deodorized its just going to be funk and perfume mixed together
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Never try it
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Will it smell like cucumber?
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,"Probably the fragrance, I would like more options"
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Nothing
US,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Day you had a great day today
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Didnt say how difficult it is to wash off at the end of the day or night
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,not for us old farts
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,The glitter
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I don’t know how much glitter it has?
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Messy
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Don't like glitter
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I dislike that the product doesn’t protect you from the sun
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Once again more scented products! I cannot use anything with scents or fragrance. Please stop with all the fragrance!
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,glitter
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Lack of diversity in the pictures/models. Lack of color range/ doesn’t say if it will be a line of diff colors or one color fits all. Will it blend in darker skin?
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I M nervous about glitter- it gets everywhere and can be hard to get off.  It feels too young for me to use consistently
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,It's very interesting
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Hard to take off
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,"price point, this is a product that will onlybe used once or twice  a year"
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Pricey
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Nothing
US,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,The only one that has to
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,possible greasy feel
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,The name makes you think it would be some sort of glove you put on and leave on for a period of time and allow it to soak in.
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I dislike everything
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,i am Black so I did not connect when it said it can blend in a fake tan
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,The first picture is scary and make me itch
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Glitter hands is ridiculous
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,it is traditional
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"The first picture of glitter hands, I can see someone being mad that’s not the result they are going to get"
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I feel like it would make my hands greasy
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,No ingredients listed
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I think I've seen the idea in another product/brand
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I think the price could be better or enlarge the container.
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I think it should also come in lavender or something similar in an essential oil type fragrance.
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I didn’t see a price clearly listed
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I dont need it
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I wouldn’t want shimmer on my hands
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I don't like that it suggest that the product shimmers. But on another picture of a hand ( I assume the product has been applied to the hand) doesn't look to shimmer as much as the first one. It be nice if the pictures were labeled so we know if they are before or after. The product could possibly rub off on furniture. This would cause you to ruin your own or other peoples and cause embarrassment.
US,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I don’t think the applicator looks very efficient.
